area_id,ocd_id,name,country,state,city,district_type,parent_area_id
262,ocd-division/country:mx/state:oa/fed:4,Diputación del Distrito Federal 4 de OAXACA,MX,OAX,"ABEJONES, ANIMAS TRUJANO, ASUNCION CACALOTEPEC, ASUNCION OCOTLAN, GUELATAO DE JUAREZ, IXTLAN DE JUAREZ, MAGDALENA OCOTLAN, MAGDALENA TEITIPAC, MIXISTLAN DE LA REFORMA, NATIVIDAD, NUEVO ZOQUIAPAM, OCOTLAN DE MORELOS, ROJAS DE CUAUHTEMOC, SAN AGUSTIN DE LAS JUNTAS, SAN ANDRES SOLAGA, SAN ANDRES YAA, SAN ANTONINO CASTILLO VELASCO, SAN ANTONIO DE LA CAL, SAN BALTAZAR CHICHICAPAM, SAN BALTAZAR YATZACHI EL BAJO, SAN BARTOLOME QUIALANA, SAN BARTOLOME ZOOGOCHO, SAN CRISTOBAL LACHIRIOAG, SAN DIONISIO OCOTEPEC, SAN PABLO YAGANIZA, SAN PEDRO APOSTOL, SAN PEDRO CAJONOS, SAN PEDRO MARTIR, SAN PEDRO OCOTEPEC, SAN PEDRO TAVICHE, SAN PEDRO Y SAN PABLO AYUTLA, SAN PEDRO YANERI, SAN PEDRO YOLOX, SAN SEBASTIAN ABASOLO, SAN SEBASTIAN TEITIPAC, SAN SEBASTIAN TUTLA, SANTA ANA DEL VALLE, SANTA ANA YARENI, SANTA ANA ZEGACHE, SANTA CATARINA IXTEPEJI, SANTA CATARINA LACHATAO, SANTA CATARINA MINAS, SANTA CRUZ AMILPAS, SANTA CRUZ PAPALUTLA, SANTA GERTRUDIS, SANTA INES YATZECHE, SANTA LUCIA OCOTLAN, SANTA MARIA ALOTEPEC, SANTA MARIA COYOTEPEC, SANTA MARIA DEL TULE, SANTA MARIA GUELACE, SANTA MARIA JALTIANGUIS, SANTA MARIA TEMAXCALAPA, SANTA MARIA TEPANTLALI, SANTA MARIA TLAHUITOLTEPEC, SANTA MARIA YALINA, SANTA MARIA YAVESIA, SANTIAGO APOSTOL, SANTIAGO ATITLAN, SANTIAGO CAMOTLAN, SAN DIONISIO OCOTLAN, SAN FRANCISCO CAJONOS, SAN FRANCISCO LACHIGOLO, SAN ILDEFONSO VILLA ALTA, SAN JERONIMO TAVICHE, SAN JERONIMO TLACOCHAHUAYA, SAN JOSE DEL PROGRESO, SAN JUAN ATEPEC, SAN JUAN CHICOMEZUCHIL, SAN JUAN CHILATECA, SAN JUAN COMALTEPEC, SAN JUAN DEL RIO, SAN JUAN EVANGELISTA ANALCO, SAN JUAN GUELAVIA, SAN JUAN JUQUILA MIXES, SAN JUAN JUQUILA VIJANOS, SAN JUAN PETLAPA, SAN JUAN TABAA, SAN JUAN TEITIPAC, SAN JUAN YAEE, SAN JUAN YATZONA, SAN LORENZO ALBARRADAS, SAN LUCAS CAMOTLAN, SAN LUCAS QUIAVINI, SAN MARTIN TILCAJETE, SAN MATEO CAJONOS, SAN MELCHOR BETAZA, SAN MIGUEL AMATLAN, SAN MIGUEL DEL RIO, SAN MIGUEL QUETZALTEPEC, VILLA TALEA DE CASTRO, SAN MIGUEL TILQUIAPAM, SAN MIGUEL YOTAO, SAN PABLO HUIXTEPEC, SAN PABLO MACUILTIANGUIS, SAN PABLO VILLA DE MITLA, SANTIAGO COMALTEPEC, SANTIAGO LALOPA, SANTIAGO LAXOPA, SANTIAGO MATATLAN, SANTIAGO XIACUI, SANTIAGO ZACATEPEC, SANTIAGO ZOOCHILA, SANTO DOMINGO ALBARRADAS, SANTO DOMINGO ROAYAGA, SANTO DOMINGO TEPUXTEPEC, SANTO DOMINGO TOMALTEPEC, SANTO DOMINGO XAGACIA, SANTO TOMAS JALIEZA, TAMAZULAPAM DEL ESPIRITU SANTO, TANETZE DE ZARAGOZA, TEOCOCUILCO DE MARCOS PEREZ, TEOTITLAN DEL VALLE, TLACOLULA DE MATAMOROS, TLALIXTAC DE CABRERA, TOTONTEPEC VILLA DE MORELOS, CAPULALPAM DE MENDEZ, VILLA DIAZ ORDAZ, VILLA HIDALGO, YAXE, ZIMATLAN DE ALVAREZ",2,-1,
263,ocd-division/country:mx/state:oa/fed:5,Diputación del Distrito Federal 5 de OAXACA,MX,OAX,"SAN CARLOS YAUTEPEC, SAN FRANCISCO OZOLOTEPEC, SAN JOSE LACHIGUIRI, SAN JUAN COTZOCON, SAN JUAN LAJARCIA, SAN JUAN LALANA, SAN JUAN MAZATLAN, SAN JUAN MIXTEPEC, SAN JUAN OZOLOTEPEC, SAN MIGUEL DEL PUERTO, SAN MIGUEL TENANGO, SAN PEDRO COMITANCILLO, SAN PEDRO HUAMELULA, SAN PEDRO HUILOTEPEC, SAN PEDRO MARTIR QUIECHAPA, SAN PEDRO MIXTEPEC, SAN PEDRO QUIATONI, SAN PEDRO TOTOLAPAM, SANTA ANA TAVELA, SANTA CATALINA QUIERI, SANTA CATARINA QUIOQUITANI, SANTA MARIA ECATEPEC, SANTA MARIA GUIENAGATI, SANTA MARIA JALAPA DEL MARQUES, SANTA MARIA MIXTEQUILLA, SANTA MARIA QUIEGOLANI, SANTA MARIA TOTOLAPILLA, SANTA MARIA ZOQUITLAN, SANTIAGO ASTATA, SANTIAGO CHOAPAM, SANTIAGO IXCUINTEPEC, SANTIAGO LACHIGUIRI, SANTIAGO LAOLLAGA, ASUNCION TLACOLULITA, GUEVEA DE HUMBOLDT, MAGDALENA TEQUISISTLAN, MAGDALENA TLACOTEPEC, NEJAPA DE MADERO, SALINA CRUZ, SAN BARTOLO YAUTEPEC, SAN BLAS ATEMPA, SANTIAGO XANICA, SANTIAGO YAVEO, SANTO DOMINGO CHIHUITAN, SANTO DOMINGO TEHUANTEPEC",2,-1,
264,ocd-division/country:mx/state:oa/fed:6,Diputación del Distrito Federal 6 de OAXACA,MX,OAX,"SAN MARCOS ARTEAGA, SAN MARTIN HUAMELULPAM, SAN MARTIN ITUNYOSO, SAN MARTIN PERAS, SAN MARTIN ZACATEPEC, SAN MATEO NEJAPAM, SAN MATEO PE?ASCO, SAN MIGUEL AHUEHUETITLAN, SAN MIGUEL AMATITLAN, SAN MIGUEL EL GRANDE, SAN MIGUEL TLACOTEPEC, SAN NICOLAS HIDALGO, SAN PABLO TIJALTEPEC, SAN PEDRO MARTIR YUCUXACO, SAN PEDRO MOLINOS, SAN SEBASTIAN NICANANDUTA, SAN SEBASTIAN TECOMAXTLAHUACA, SAN SIMON ZAHUATLAN, SANTA CATARINA TICUA, SANTA CATARINA YOSONOTU, SANTA CRUZ DE BRAVO, SANTA CRUZ ITUNDUJIA, SANTA CRUZ NUNDACO, SANTA CRUZ TACACHE DE MINA, SANTA CRUZ TACAHUA, SANTA LUCIA MONTEVERDE, SANTA MARIA DEL ROSARIO, SANTA MARIA YOLOTEPEC, SANTA MARIA YOSOYUA, SANTA MARIA YUCUHITI, SANTA MARIA ZACATEPEC, SANTA MARIA ZANIZA, SANTIAGO AMOLTEPEC, SANTIAGO DEL RIO, SANTIAGO JUXTLAHUACA, CALIHUALA, CHALCATONGO DE HIDALGO, COICOYAN DE LAS FLORES, CONSTANCIA DEL ROSARIO, FRESNILLO DE TRUJANO, GUADALUPE DE RAMIREZ, MESONES HIDALGO, IXPANTEPEC NIEVES, MAGDALENA PE?ASCO, MARISCALA DE JUAREZ, PUTLA VILLA DE GUERRERO, SAN AGUSTIN ATENANGO, SAN AGUSTIN TLACOTEPEC, SAN ANDRES CABECERA NUEVA, SAN ANDRES TEPETLAPA, SAN ANTONINO MONTE VERDE, SAN ANTONIO SINICAHUA, SAN CRISTOBAL AMOLTEPEC, SAN ESTEBAN ATATLAHUCA, SAN FRANCISCO CAHUACUA, SAN FRANCISCO TLAPANCINGO, SAN JORGE NUCHITA, SAN JUAN BAUTISTA TLACHICHILCO, SAN JUAN CIENEGUILLA, SAN JUAN IHUALTEPEC, SAN JUAN MIXTEPEC, SAN JUAN ?UMI, SAN JUAN TEITA, SAN LORENZO TEXMELUCAN, SAN LORENZO VICTORIA, SANTIAGO NUNDICHE, SANTIAGO NUYOO, SANTIAGO TAMAZOLA, SANTIAGO TEXTITLAN, SANTIAGO YOSONDUA, SANTIAGO YUCUYACHI, SANTO DOMINGO IXCATLAN, SANTO DOMINGO TEOJOMULCO, SANTO DOMINGO TONALA, SANTO TOMAS OCOTEPEC, SANTOS REYES TEPEJILLO, SANTOS REYES YUCUNA, SILACAYOAPAM, H VILLA TEZOATLAN SEGURA Y LUNA CUNA IND OAX, HEROICA CIUDAD DE TLAXIACO, SAN MATEO YUCUTINDOO, ZAPOTITLAN LAGUNAS",2,-1,
265,ocd-division/country:mx/state:oa/fed:7,Diputación del Distrito Federal 7 de OAXACA,MX,OAX,"ASUNCION IXTALTEPEC, EL BARRIO DE LA SOLEDAD, CHAHUITES, EL ESPINAL, CIUDAD IXTEPEC, HEROICA CIUDAD DE JUCHITAN DE ZARAGOZA, MATIAS ROMERO AVENDA?O, REFORMA DE PINEDA, SAN DIONISIO DEL MAR, SAN FRANCISCO DEL MAR, SAN FRANCISCO IXHUATAN, SAN JUAN GUICHICOVI, SAN JUAN MAZATLAN, SAN MATEO DEL MAR, SAN MIGUEL CHIMALAPA, SAN PEDRO TAPANATEPEC, SANTA MARIA CHIMALAPA, SANTA MARIA PETAPA, SANTA MARIA XADANI, SANTIAGO NILTEPEC, SANTO DOMINGO INGENIO, SANTO DOMINGO PETAPA, SANTO DOMINGO ZANATEPEC, UNION HIDALGO",2,-1,
266,ocd-division/country:mx/state:oa/fed:8,Diputación del Distrito Federal 8 de OAXACA,MX,OAX,"OAXACA DE JUAREZ, SAN AGUSTIN YATARENI, SAN ANDRES HUAYAPAM, SAN JACINTO AMILPAS, SAN PABLO ETLA, SANTA LUCIA DEL CAMINO, SANTA MARIA ATZOMPA",2,-1,
267,ocd-division/country:mx/state:oa/fed:9,Diputación del Distrito Federal 9 de OAXACA,MX,OAX,"MARTIRES DE TACUBAYA, PINOTEPA DE DON LUIS, LA REFORMA, SAN AGUSTIN CHAYUCO, SAN ANDRES HUAXPALTEPEC, SAN ANTONIO TEPETLAPA, SAN GABRIEL MIXTEPEC, SAN JACINTO TLACOTEPEC, SAN JOSE ESTANCIA GRANDE, SAN JUAN BAUTISTA LO DE SOTO, SAN JUAN CACAHUATEPEC, SAN JUAN COLORADO, SAN JUAN LACHAO, SAN JUAN QUIAHIJE, SAN LORENZO, SAN MIGUEL PANIXTLAHUACA, SAN MIGUEL TLACAMAMA, SAN PEDRO AMUZGOS, SAN PEDRO ATOYAC, SAN PEDRO JICAYAN, SAN PEDRO JUCHATENGO, SAN PEDRO MIXTEPEC, VILLA DE TUTUTEPEC, SAN SEBASTIAN IXCAPA, SANTA CATARINA JUQUILA, SANTA CATARINA MECHOACAN, SANTA CRUZ ZENZONTEPEC, SANTA MARIA CORTIJO, SANTA MARIA HUAZOLOTITLAN, SANTA MARIA IPALAPA, SANTA MARIA TEMAXCALTEPEC, SANTIAGO IXTAYUTLA, SANTIAGO JAMILTEPEC, SANTIAGO LLANO GRANDE, SANTIAGO MINAS, SANTIAGO PINOTEPA NACIONAL, SANTIAGO TAPEXTLA, SANTIAGO TETEPEC, SANTIAGO YAITEPEC, SANTO DOMINGO ARMENTA, SANTOS REYES NOPALA, TATALTEPEC DE VALDES",2,-1,
268,ocd-division/country:mx/state:pu,Gubernatura de PUEBLA,MX,PUE,,1,-1,
269,ocd-division/country:mx/state:pu/fed:1,Diputación del Distrito Federal 1 de PUEBLA,MX,PUE,"JUAN GALINDO, NAUPAN, PAHUATLAN, PANTEPEC, SAN FELIPE TEPATLAN, TLACUILOTEPEC, TLAOLA, TLAPACOYA, TLAXCO, VENUSTIANO CARRANZA, XICOTEPEC, ZIHUATEUTLA, AMIXTLAN, HONEY, FRANCISCO Z. MENA, HERMENEGILDO GALEANA, HUAUCHINANGO, JALPAN, JOPALA",2,-1,
270,ocd-division/country:mx/state:pu/fed:10,Diputación del Distrito Federal 10 de PUEBLA,MX,PUE,"CORONANGO, CUAUTLANCINGO, JUAN C. BONILLA, SAN ANDRES CHOLULA, SAN GREGORIO ATZOMPA, SAN JERONIMO TECUANIPAN, SAN PEDRO CHOLULA",2,-1,
271,ocd-division/country:mx/state:pu/fed:11,Diputación del Distrito Federal 11 de PUEBLA,MX,PUE,PUEBLA,2,-1,
272,ocd-division/country:mx/state:pu/fed:12,Diputación del Distrito Federal 12 de PUEBLA,MX,PUE,PUEBLA,2,-1,
273,ocd-division/country:mx/state:pu/fed:13,Diputación del Distrito Federal 13 de PUEBLA,MX,PUE,"ACTEOPAN, ATLIXCO, ATZALA, ATZITZIHUACAN, COHUECAN, CHIETLA, EPATLAN, HUAQUECHULA, IZUCAR DE MATAMOROS, OCOYUCAN, SAN DIEGO LA MESA TOCHIMILTZINGO, SAN MARTIN TOTOLTEPEC, SANTA ISABEL CHOLULA, TEPEMAXALCO, TEPEOJUMA, TEPEXCO, TIANGUISMANALCO, TILAPA, TLAPANALA, TOCHIMILCO, XOCHILTEPEC",2,-1,
274,ocd-division/country:mx/state:pu/fed:14,Diputación del Distrito Federal 14 de PUEBLA,MX,PUE,"COATZINGO, COHETZALA, CUAYUCA DE ANDRADE, CHIAUTLA, CHIGMECATITLAN, CHILA, CHILA DE LA SAL, CHINANTLA, GUADALUPE, HUATLATLAUCA, HUEHUETLAN EL CHICO, HUEHUETLAN EL GRANDE, HUITZILTEPEC, IXCAMILPA DE GUERRERO, JOLALPAN, LA MAGDALENA TLATLAUQUITEPEC, MOLCAXAC, PETLALCINGO, PIAXTLA, SAN JERONIMO XAYACATLAN, SAN JUAN ATZOMPA, SAN MIGUEL IXITLAN, SAN PABLO ANICANO, SAN PEDRO YELOIXTLAHUACA, SAN SALVADOR HUIXCOLOTLA, SANTA CATARINA TLALTEMPAN, SANTA INES AHUATEMPAN, SANTO TOMAS HUEYOTLIPAN, TECAMACHALCO, TECOMATLAN, TEHUITZINGO, TEOPANTLAN, TEOTLALCO, TEPEXI DE RODRIGUEZ, TEPEYAHUALCO DE CUAUHTEMOC, TLANEPANTLA, TOCHTEPEC, ACATLAN, AHUATLAN, AHUEHUETITLA, ALBINO ZERTUCHE, ATOYATEMPAN, AXUTLA, TOTOLTEPEC DE GUERRERO, TULCINGO, TZICATLACOYAN, XAYACATLAN DE BRAVO, XICOTLAN, XOCHITLAN TODOS SANTOS, YEHUALTEPEC, ZACAPALA",2,-1,
275,ocd-division/country:mx/state:pu/fed:15,Diputación del Distrito Federal 15 de PUEBLA,MX,PUE,"ATEXCAL, COYOTEPEC, IXCAQUIXTLA, JUAN N. MENDEZ, SANTIAGO MIAHUATLAN, TEHUACAN, TEPANCO DE LOPEZ, TLACOTEPEC DE BENITO JUAREZ",2,-1,
276,ocd-division/country:mx/state:pu/fed:2,Diputación del Distrito Federal 2 de PUEBLA,MX,PUE,"AHUACATLAN, AHUAZOTEPEC, AQUIXTLA, CAMOCUAUTLA, CAXHUACAN, COATEPEC, CUAUTEMPAN, CHICONCUAUTLA, CHIGNAHUAPAN, HUEHUETLA, HUEYTLALPAN, HUITZILAN DE SERDAN, ATLEQUIZAYAN, IXTACAMAXTITLAN, IXTEPEC, JONOTLA, NAUZONTLA, OLINTLA, TEPANGO DE RODRIGUEZ, TEPETZINTLA, TETELA DE OCAMPO, TUZAMAPAN DE GALEANA, XOCHIAPULCO, XOCHITLAN DE VICENTE SUAREZ, ZACATLAN, ZAPOTITLAN DE MENDEZ, ZAUTLA, ZONGOZOTLA, ZOQUIAPAN",2,-1,
277,ocd-division/country:mx/state:pu/fed:3,Diputación del Distrito Federal 3 de PUEBLA,MX,PUE,"ACATENO, ATEMPAN, AYOTOXCO DE GUERRERO, CUETZALAN DEL PROGRESO, CHIGNAUTLA, HUEYAPAN, HUEYTAMALCO, TENAMPULCO, TETELES DE AVILA CASTILLO, TEZIUTLAN, TLATLAUQUITEPEC, YAONAHUAC, ZACAPOAXTLA, ZARAGOZA",2,-1,
278,ocd-division/country:mx/state:pu/fed:4,Diputación del Distrito Federal 4 de PUEBLA,MX,PUE,"ZINACATEPEC, ZOQUITLAN, AJALPAN, ALTEPEXI, CALTEPEC, CA?ADA MORELOS, COXCATLAN, COYOMEAPAN, CHAPULCO, ELOXOCHITLAN, GENERAL FELIPE ANGELES, NICOLAS BRAVO, PALMAR DE BRAVO, QUECHOLAC, SAN ANTONIO CA?ADA, SAN GABRIEL CHILAC, SAN JOSE MIAHUATLAN, SAN SEBASTIAN TLACOTEPEC, VICENTE GUERRERO, ZAPOTITLAN",2,-1,
279,ocd-division/country:mx/state:pu/fed:5,Diputación del Distrito Federal 5 de PUEBLA,MX,PUE,"CALPAN, CHIAUTZINGO, DOMINGO ARENAS, HUEJOTZINGO, NEALTICAN, SAN FELIPE TEOTLALCINGO, SAN MARTIN TEXMELUCAN, SAN MATIAS TLALANCALECA, SAN MIGUEL XOXTLA, SAN NICOLAS DE LOS RANCHOS, SAN SALVADOR EL VERDE, TLAHUAPAN, TLALTENANGO",2,-1,
280,ocd-division/country:mx/state:pu/fed:6,Diputación del Distrito Federal 6 de PUEBLA,MX,PUE,PUEBLA,2,-1,
281,ocd-division/country:mx/state:pu/fed:7,Diputación del Distrito Federal 7 de PUEBLA,MX,PUE,"ACAJETE, ACATZINGO, AMOZOC, CUAPIAXTLA DE MADERO, CUAUTINCHAN, MIXTLA, NOPALUCAN, PUEBLA, LOS REYES DE JUAREZ, SOLTEPEC, TECALI DE HERRERA, TEPATLAXCO DE HIDALGO, TEPEACA",2,-1,
282,ocd-division/country:mx/state:pu/fed:8,Diputación del Distrito Federal 8 de PUEBLA,MX,PUE,"ALJOJUCA, ATZITZINTLA, CUYOACO, CHALCHICOMULA DE SESMA, CHICHIQUILA, CHILCHOTLA, ESPERANZA, GUADALUPE VICTORIA, LAFRAGUA, LIBRES, MAZAPILTEPEC DE JUAREZ, OCOTEPEC, ORIENTAL, QUIMIXTLAN, RAFAEL LARA GRAJALES, SAN JOSE CHIAPA, SAN JUAN ATENCO, SAN NICOLAS BUENOS AIRES, SAN SALVADOR EL SECO, TEPEYAHUALCO, TLACHICHUCA, XIUTETELCO",2,-1,
283,ocd-division/country:mx/state:pu/fed:9,Diputación del Distrito Federal 9 de PUEBLA,MX,PUE,"PUEBLA, CUAUTLANCINGO",2,-1,
284,ocd-division/country:mx/state:qr,Gubernatura de QUINTANA ROO,MX,ROO,,1,-1,
285,ocd-division/country:mx/state:qr/fed:1,Diputación del Distrito Federal 1 de QUINTANA ROO,MX,ROO,"BENITO JUAREZ, COZUMEL, ISLA MUJERES, LAZARO CARDENAS, SOLIDARIDAD, TULUM, PUERTO MORELOS",2,-1,
286,ocd-division/country:mx/state:qr/fed:2,Diputación del Distrito Federal 2 de QUINTANA ROO,MX,ROO,"FELIPE CARRILLO PUERTO, JOSE MARIA MORELOS, OTHON P. BLANCO, BACALAR",2,-1,
287,ocd-division/country:mx/state:qr/fed:3,Diputación del Distrito Federal 3 de QUINTANA ROO,MX,ROO,BENITO JUAREZ,2,-1,
288,ocd-division/country:mx/state:qr/fed:4,Diputación del Distrito Federal 4 de QUINTANA ROO,MX,ROO,"BENITO JUAREZ, PUERTO MORELOS",2,-1,
289,ocd-division/country:mx/state:qt,Gubernatura de QUERÉTARO,MX,QUE,,1,-1,
290,ocd-division/country:mx/state:qt/city:14,Presidencia del municipio de QUERÉTARO,MX,QUE,QUERÉTARO,3,-1,
291,ocd-division/country:mx/state:qt/fed:1,Diputación del Distrito Federal 1 de QUERÉTARO,MX,QUE,"ARROYO SECO, CADEREYTA DE MONTES, COLON, JALPAN DE SERRA, LANDA DE MATAMOROS, PEDRO ESCOBEDO, PE?AMILLER, PINAL DE AMOLES, SAN JOAQUIN, TOLIMAN",2,-1,
292,ocd-division/country:mx/state:qt/fed:2,Diputación del Distrito Federal 2 de QUERÉTARO,MX,QUE,"SAN JUAN DEL RIO, TEQUISQUIAPAN, EZEQUIEL MONTES",2,-1,
293,ocd-division/country:mx/state:qt/fed:3,Diputación del Distrito Federal 3 de QUERÉTARO,MX,QUE,QUERÉTARO,2,-1,
294,ocd-division/country:mx/state:qt/fed:4,Diputación del Distrito Federal 4 de QUERÉTARO,MX,QUE,QUERÉTARO,2,-1,
295,ocd-division/country:mx/state:qt/fed:5,Diputación del Distrito Federal 5 de QUERÉTARO,MX,QUE,"AMEALCO DE BONFIL, CORREGIDORA, HUIMILPAN, EL MARQUES",2,-1,
296,ocd-division/country:mx/state:si,Gubernatura de SINALOA,MX,SIN,,1,-1,
297,ocd-division/country:mx/state:si/city:6,Presidencia del municipio de CULIACÁN,MX,SIN,CULIACÁN,3,-1,
298,ocd-division/country:mx/state:si/fed:1,Diputación del Distrito Federal 1 de SINALOA,MX,SIN,"CONCORDIA, ESCUINAPA, MAZATLAN, ROSARIO",2,-1,
299,ocd-division/country:mx/state:si/fed:2,Diputación del Distrito Federal 2 de SINALOA,MX,SIN,AHOME,2,-1,
300,ocd-division/country:mx/state:si/fed:3,Diputación del Distrito Federal 3 de SINALOA,MX,SIN,"BADIRAGUATO, MOCORITO, SALVADOR ALVARADO, SINALOA, ANGOSTURA, NAVOLATO",2,-1,
301,ocd-division/country:mx/state:si/fed:4,Diputación del Distrito Federal 4 de SINALOA,MX,SIN,"CHOIX, EL FUERTE, GUASAVE",2,-1,
302,ocd-division/country:mx/state:si/fed:5,Diputación del Distrito Federal 5 de SINALOA,MX,SIN,CULIACÁN,2,-1,
303,ocd-division/country:mx/state:si/fed:6,Diputación del Distrito Federal 6 de SINALOA,MX,SIN,"CULIACÁN, ELOTA, MAZATLAN, SAN IGNACIO, COSALA",2,-1,
304,ocd-division/country:mx/state:si/fed:7,Diputación del Distrito Federal 7 de SINALOA,MX,SIN,CULIACÁN,2,-1,
305,ocd-division/country:mx/state:sl,Gubernatura de SAN LUIS POTOSÍ,MX,SLP,,1,-1,
306,ocd-division/country:mx/state:sl/city:28,Presidencia del municipio de SAN LUIS POTOSÍ,MX,SLP,SAN LUIS POTOSÍ,3,-1,
307,ocd-division/country:mx/state:sl/fed:1,Diputación del Distrito Federal 1 de SAN LUIS POTOSÍ,MX,SLP,"AHUALULCO, CATORCE, CEDRAL, CHARCAS, MATEHUALA, MEXQUITIC DE CARMONA, MOCTEZUMA, SALINAS, SANTO DOMINGO, VANEGAS, VENADO, VILLA DE GUADALUPE, VILLA DE LA PAZ, VILLA DE RAMOS",2,-1,
308,ocd-division/country:mx/state:sl/fed:2,Diputación del Distrito Federal 2 de SAN LUIS POTOSÍ,MX,SLP,"CERRO DE SAN PEDRO, SANTA MARIA DEL RIO, SOLEDAD DE GRACIANO SANCHEZ, TIERRA NUEVA, VILLA DE ARRIAGA, VILLA DE REYES, ZARAGOZA",2,-1,
309,ocd-division/country:mx/state:sl/fed:3,Diputación del Distrito Federal 3 de SAN LUIS POTOSÍ,MX,SLP,"ALAQUINES, ARMADILLO DE LOS INFANTE, CARDENAS, CERRITOS, CIUDAD DEL MAIZ, CIUDAD FERNANDEZ, GUADALCAZAR, LAGUNILLAS, RAYON, RIOVERDE, SAN CIRO DE ACOSTA, SAN NICOLAS TOLENTINO, SANTA CATARINA, VILLA DE ARISTA, VILLA HIDALGO, VILLA JUAREZ",2,-1,
310,ocd-division/country:mx/state:sl/fed:4,Diputación del Distrito Federal 4 de SAN LUIS POTOSÍ,MX,SLP,"CIUDAD VALLES, EBANO, SAN VICENTE TANCUAYALAB, TAMASOPO, TAMUIN, TANQUIAN DE ESCOBEDO, EL NARANJO",2,-1,
311,ocd-division/country:mx/state:sl/fed:5,Diputación del Distrito Federal 5 de SAN LUIS POTOSÍ,MX,SLP,SAN LUIS POTOSI,2,-1,
312,ocd-division/country:mx/state:sl/fed:6,Diputación del Distrito Federal 6 de SAN LUIS POTOSÍ,MX,SLP,SAN LUIS POTOSI,2,-1,
313,ocd-division/country:mx/state:sl/fed:7,Diputación del Distrito Federal 7 de SAN LUIS POTOSÍ,MX,SLP,"AQUISMON, TANCANHUITZ, COXCATLAN, HUEHUETLAN, SAN ANTONIO, SAN MARTIN CHALCHICUAUTLA, TAMAZUNCHALE, TAMPACAN, TAMPAMOLON CORONA, TANLAJAS, AXTLA DE TERRAZAS, XILITLA, MATLAPA",2,-1,
314,ocd-division/country:mx/state:so,Gubernatura de SONORA,MX,SON,,1,-1,
315,ocd-division/country:mx/state:so/city:49,Presidencia del municipio de HERMOSILLO,MX,SON,HERMOSILLO,3,-1,
316,ocd-division/country:mx/state:so/fed:1,Diputación del Distrito Federal 1 de SONORA,MX,SON,"ALTAR, ATIL, OQUITOA, SARIC, TRINCHERAS, TUBUTAMA, CABORCA, PITIQUITO, PUERTO PE?ASCO, SAN LUIS RIO COLORADO, GENERAL PLUTARCO ELIAS CALLES",2,-1,
317,ocd-division/country:mx/state:so/fed:2,Diputación del Distrito Federal 2 de SONORA,MX,SON,"AGUA PRIETA, ARIZPE, BACOACHI, CANANEA, CUCURPE, FRONTERAS, IMURIS, MAGDALENA, NACO, NOGALES, SANTA CRUZ",2,-1,
318,ocd-division/country:mx/state:so/fed:3,Diputación del Distrito Federal 3 de SONORA,MX,SON,HERMOSILLO,2,-1,
319,ocd-division/country:mx/state:so/fed:4,Diputación del Distrito Federal 4 de SONORA,MX,SON,"ACONCHI, ARIVECHI, BACADEHUACHI, BACANORA, BACERAC, BANAMICHI, BAVIACORA, BAVISPE, BENJAMIN HILL, CUMPAS, DIVISADEROS, GRANADOS, HUACHINERA, HUASABAS, HUEPAC, MOCTEZUMA, NACORI CHICO, NACOZARI DE GARCIA, SAHUARIPA, SAN FELIPE DE JESUS, SAN JAVIER, SAN PEDRO DE LA CUEVA, SANTA ANA, SOYOPA, SUAQUI GRANDE, TEPACHE, VILLA HIDALGO, VILLA PESQUEIRA, CARBO, LA COLORADA, MAZATAN, OPODEPE, RAYON, SAN MIGUEL DE HORCASITAS, URES, BACUM, EMPALME, GUAYMAS, ONAVAS, YECORA, SAN IGNACIO RIO MUERTO",2,-1,
320,ocd-division/country:mx/state:so/fed:5,Diputación del Distrito Federal 5 de SONORA,MX,SON,HERMOSILLO,2,-1,
321,ocd-division/country:mx/state:so/fed:6,Diputación del Distrito Federal 6 de SONORA,MX,SON,CAJEME,2,-1,
322,ocd-division/country:mx/state:so/fed:7,Diputación del Distrito Federal 7 de SONORA,MX,SON,"HUATABAMPO, NAVOJOA, QUIRIEGO, ROSARIO, BENITO JUAREZ, ALAMOS, ETCHOJOA",2,-1,
323,ocd-division/country:mx/state:tb,Gubernatura de TABASCO,MX,TAB,,1,-1,
324,ocd-division/country:mx/state:tb/fed:1,Diputación del Distrito Federal 1 de TABASCO,MX,TAB,"BALANCAN, EMILIANO ZAPATA, JONUTA, MACUSPANA, TENOSIQUE",2,-1,
325,ocd-division/country:mx/state:tb/fed:2,Diputación del Distrito Federal 2 de TABASCO,MX,TAB,"CARDENAS, HUIMANGUILLO",2,-1,
326,ocd-division/country:mx/state:tb/fed:3,Diputación del Distrito Federal 3 de TABASCO,MX,TAB,"COMALCALCO, CUNDUACAN",2,-1,
327,ocd-division/country:mx/state:tb/fed:4,Diputación del Distrito Federal 4 de TABASCO,MX,TAB,CENTRO,2,-1,
328,ocd-division/country:mx/state:tb/fed:5,Diputación del Distrito Federal 5 de TABASCO,MX,TAB,"CENTLA, JALPA DE MENDEZ, NACAJUCA, PARAISO",2,-1,
329,ocd-division/country:mx/state:tb/fed:6,Diputación del Distrito Federal 6 de TABASCO,MX,TAB,"CENTRO, JALAPA, TACOTALPA, TEAPA",2,-1,
330,ocd-division/country:mx/state:tm,Gubernatura de TLAXCALA,MX,TLA,,1,-1,
