full_name,first_name,last_name,date_birth,gender,dead_or_alive,last_degree_of_studies,contest_id
Evangelina Moreno Guerra,Evangelina,Moreno Guerra,0001-01-01,2,True,2,212,
Hector Ireneo Mares Cossio,Hector Ireneo,Mares Cossio,0001-01-01,1,True,4,235,
Rumualdo Leonel Silva Rivera,Rumualdo Leonel,Silva Rivera,0001-01-01,1,True,4,2,
Jose Juan Contreras Salcedo,Jose Juan,Contreras Salcedo,0001-01-01,1,True,4,97,
Pamela Castro Figueroa,Pamela,Castro Figueroa,0001-01-01,2,True,4,146,
Rosario Viridiana Roman Carrillo,Rosario Viridiana,Roman Carrillo,0001-01-01,2,True,4,184,
Manuel Alejandro Flores Perez,Manuel Alejandro,Flores Perez,0001-01-01,1,True,6,212,
Rodolfo Olimpo Hernandez Bojorquez,Rodolfo Olimpo,Hernandez Bojorquez,0001-01-01,1,True,6,235,
Maria Guadalupe Barraza Chiquete,Maria Guadalupe,Barraza Chiquete,0001-01-01,2,True,2,255,
Ricardo Cano Castro,Ricardo,Cano Castro,0001-01-01,1,True,4,274,
Avelino Eduardo Ruiz Esquer,Avelino Eduardo,Ruiz Esquer,0001-01-01,1,True,4,2,
Rosa Maria Acuña Arvizu,Rosa Maria,Acuña Arvizu,0001-01-01,2,True,4,97,
Hugo Enrique Sanchez Villegas,Hugo Enrique,Sanchez Villegas,0001-01-01,1,True,6,146,
Miriam Susana Avalos Govea,Miriam Susana,Avalos Govea,0001-01-01,2,True,4,184,
Julio Cesar Diaz Carrera,Julio Cesar,Diaz Carrera,0001-01-01,1,True,4,212,
Nubia Palomares Romo,Nubia,Palomares Romo,0001-01-01,2,True,7,235,
Alejandra Nicole Romero Corral,Alejandra Nicole,Romero Corral,0001-01-01,2,True,4,255,
Jesus Ismael Martinez Perez,Jesus Ismael,Martinez Perez,0001-01-01,1,True,4,274,
Daniela Lopez Guzman,Daniela,Lopez Guzman,0001-01-01,2,True,4,2,
Patricia Sosa Castellanos,Patricia,Sosa Castellanos,0001-01-01,2,True,4,97,
Alejandra Gutierrez Castro,Alejandra,Gutierrez Castro,0001-01-01,2,True,4,146,
Josefina Zavala Garcia,Josefina,Zavala Garcia,0001-01-01,2,True,1,184,
Alejandra Gomez Vicencio,Alejandra,Gomez Vicencio,0001-01-01,2,True,6,212,
Maria De Jesus Rivera Ramirez,Maria De Jesus,Rivera Ramirez,0001-01-01,2,True,2,235,
Jannet Yolanda De Jesus Peralta Gonzalez,Jannet Yolanda De Jesus,Peralta Gonzalez,0001-01-01,2,True,4,255,
Jesus Adriana Baez Gerardo,Jesus Adriana,Baez Gerardo,0001-01-01,2,True,6,274,
Hector Guzman Hernandez,Hector,Guzman Hernandez,0001-01-01,1,True,4,2,
Jhoanna Esthela Chavez Jacinto,Jhoanna Esthela,Chavez Jacinto,0001-01-01,2,True,7,146,
Hortensia Hernandez Mendoza,Hortensia,Hernandez Mendoza,0001-01-01,2,True,1,184,
Jaime Cleofas Martinez Veloz,Jaime Cleofas,Martinez Veloz,1954-04-09,1,True,4,212,
Jacqueline Nava Mouett,Jacqueline,Nava Mouett,1980-04-11,2,True,4,235,
Celestino Salcedo Flores,Celestino,Salcedo Flores,0001-01-01,1,True,4,255,
Ignacio Anaya Barriguete,Ignacio,Anaya Barriguete,1967-11-04,1,True,6,274,
Armando Reyes Ledesma,Armando,Reyes Ledesma,1972-04-10,1,True,4,146,
Juan Isaias Bertin Sandoval,Juan Isaias,Bertin Sandoval,0001-01-01,1,True,4,255,
Fausto Gallardo Garcia,Fausto,Gallardo Garcia,0001-01-01,1,True,4,274,
Columba Dominguez Delgadillo,Columba,Dominguez Delgadillo,0001-01-01,1,True,4,146,
Ramiro Ruiz Flores,Ramiro,Ruiz Flores,0001-01-01,1,True,7,3,
Norma Ignacia Rivera Gonzalez,Norma Ignacia,Rivera Gonzalez,0001-01-01,2,True,4,98,
Oscar Higuera Murillo,Oscar,Higuera Murillo,0001-01-01,1,True,4,3,
Lorenia Lineth Montaño Ruiz,Lorenia Lineth,Montaño Ruiz,0001-01-01,2,True,4,98,
Juan Carlos Jimenez Fuentes,Juan Carlos,Jimenez Fuentes,0001-01-01,1,True,4,3,
Suheidi Yadira Diaz Pantaleon,Suheidi Yadira,Diaz Pantaleon,0001-01-01,2,True,4,98,
Ma Elena De Los Santos De Leon,Ma Elena,De Los Santos De Leon,0001-01-01,2,True,-1,3,
Guadalupe Munguia Aviles,Guadalupe,Munguia Aviles,0001-01-01,2,True,4,98,
Marco Antonio Almendariz Puppo,Marco Antonio,Almendariz Puppo,0001-01-01,1,True,4,3,
Susana Del Carmen Zatarain Garcia,Susana Del Carmen,Zatarain Garcia,1993-07-12,2,True,4,98,
María Mercedes Maciel Ortiz,María Mercedes,Maciel Ortiz,1959-12-01,2,True,4,3,
Alfredo Porras Dominguez,Alfredo,Porras Dominguez,1957-02-21,1,True,4,98,
Elsa Joaquina Castillo Gomez,Elsa Joaquina,Castillo Gomez,0001-01-01,2,True,4,4,
Rubisel Del Angel Escobedo Castillo,Rubisel Del Angel,Escobedo Castillo,0001-01-01,1,True,4,99,
Antonio Gomez Saucedo,Antonio,Gomez Saucedo,0001-01-01,1,True,2,4,
Teida Garcia Cordova,Teida,Garcia Cordova,0001-01-01,2,True,2,99,
Claudia De Montserrat Valladares Guzman,Claudia de Montserrat,Valladares Guzman,0001-01-01,2,True,6,4,
Ana Carmen Ongay Reyes,Ana Carmen,Ongay Reyes,0001-01-01,2,True,2,99,
Jose Luis Flores Pacheco,Jose Luis,Flores Pacheco,0001-01-01,1,True,4,4,
Maria Sierra Damian,Maria,Sierra Damian,0001-01-01,2,True,4,99,
Angelica Maria Reyes Dominguez,Angelica Maria,Reyes Dominguez,0001-01-01,2,True,7,4,
Gustavo Del Rivero Lastra,Gustavo,Del Rivero Lastra,0001-01-01,1,True,4,99,
Marcos Alberto Pinzon Charles,Marcos Alberto,Pinzon Charles,0001-01-01,1,True,7,4,
Adaza Elizabeth Rivera Alonzo,Adaza Elizabeth,Rivera Alonzo,0001-01-01,2,True,4,99,
Lorena Del Jesus Novelo Rodriguez,Lorena Del Jesus,Novelo Rodriguez,0001-01-01,2,True,2,4,
Enrique Pastor Cruz Carranza,Enrique Pastor,Cruz Carranza,0001-01-01,1,True,4,99,
Ana Martha Escalante Castillo,Ana Martha,Escalante Castillo,0001-01-01,2,True,4,4,
Salvador Farias Gonzalez,Salvador,Farias Gonzalez,0001-01-01,1,True,4,99,
Nora Marisa Penagos Solorzano,Nora Marisa,Penagos Solorzano,0001-01-01,2,True,4,147,
Dulce Maria Rodriguez Ovando,Dulce Maria,Rodriguez Ovando,0001-01-01,2,True,3,185,
Jose Antonio De Jesus Toriello Elorza,Jose Antonio De Jesus,Toriello Elorza,1961-03-26,1,True,7,52,
Estela Lorenzo Hernandez,Estela,Lorenzo Hernandez,0001-01-01,2,True,-1,147,
Cesar Carballo Sangeado,Cesar,Carballo Sangeado,0001-01-01,1,True,4,185,
Alfredo Cruz Ovando,Alfredo,Cruz Ovando,0001-01-01,1,True,6,52,
Ada Margarita Lastra Macosay,Ada Margarita,Lastra Macosay,0001-01-01,2,True,4,5,
Beatriz Adriana Perez Encino,Beatriz Adriana,Perez Encino,1988-10-02,2,True,4,100,
Eliezer Rodriguez Hernandez,Eliezer,Rodriguez Hernandez,0001-01-01,1,True,2,147,
Teresita De Jesus Roque Lopez,Teresita De Jesus,Roque Lopez,0001-01-01,2,True,4,185,
Flor De Maria Gonzalez Perez,Flor De Maria,Gonzalez Perez,0001-01-01,2,True,6,213,
Adriana Manuela Robles Felix,Adriana Manuela,Robles Felix,0001-01-01,2,True,4,236,
Jessica Hannia Vazquez Labrador,Jessica Hannia,Vazquez Labrador,0001-01-01,2,True,3,256,
Raul Figueroa Gomez,Raul,Figueroa Gomez,0001-01-01,1,True,6,275,
Juan Carlos Cal Y Mayor Franco,Juan Carlos,Cal Y Mayor Franco,0001-01-01,1,True,4,288,
Ariana Guadalupe Suriano Martinez,Ariana Guadalupe,Suriano Martinez,0001-01-01,2,True,4,33,
Mario Alejandro Suarez Culebro,Mario Alejandro,Suarez Culebro,0001-01-01,1,True,2,43,
Priscila Borges Gonzalez,Priscila,Borges Gonzalez,0001-01-01,2,True,4,52,
Alejandro Diaz Cueto,Alejandro,Diaz Cueto,0001-01-01,1,True,2,61,
Alfredo Vazquez Vazquez,Alfredo,Vazquez Vazquez,1981-01-27,1,True,4,147,
Joaquin Zebadua Alva,Joaquin,Zebadua Alva,0001-01-01,1,True,4,185,
Jose Luis Elorza Flores,Jose Luis,Elorza Flores,1973-04-28,1,True,4,52,
Juan Jose Zepeda Cordero,Juan Jose,Zepeda Cordero,0001-01-01,1,True,-1,5,
Fabiola Isabel Sanchez Gomez,Fabiola Isabel,Sanchez Gomez,0001-01-01,2,True,-1,100,
Mario Zenteno Guerrero,Mario,Zenteno Guerrero,0001-01-01,1,True,-1,147,
Martha Patricia Carballo Sangeado,Martha Patricia,Carballo Sangeado,0001-01-01,2,True,4,185,
Manuel Collazo Gomez,Manuel,Collazo Gomez,0001-01-01,1,True,-1,213,
Vanessa Traconis Quevedo,Vanessa,Traconis Quevedo,0001-01-01,2,True,-1,236,
Silvia Torreblanca Alfaro,Silvia,Torreblanca Alfaro,1969-09-07,2,True,6,256,
Cinthya Vianney Reyes Sumuano,Cinthya Vianney,Reyes Sumuano,1985-08-08,2,True,4,275,
Leticia Arlett Aguilar Molina,Leticia Arlett,Aguilar Molina,1958-03-01,2,True,2,288,
Martin Corzo Rojas,Martin,Corzo Rojas,0001-01-01,1,True,4,33,
Marisol Delgadillo Vazquez,Marisol,Delgadillo Vazquez,1973-07-11,2,True,4,43,
Jose Antonio Constantino Corzo,Jose Antonio,Constantino Corzo,0001-01-01,1,True,-1,52,
Jose Eduardo Roblero Pablos,Jose Eduardo,Roblero Pablos,0001-01-01,1,True,2,61,
Ruben Madariaga Rivera,Ruben,Madariaga Rivera,0001-01-01,1,True,-1,5,
Marbella Del Carmen Vazquez Gomez,Marbella Del Carmen,Vazquez Gomez,0001-01-01,2,True,4,100,
Maria Virginia Mendez Gomez,Maria Virginia,Mendez Gomez,0001-01-01,2,True,4,147,
Jane De Guadalupe De La Cruz Palacios,Jane De Guadalupe,De La Cruz Palacios,0001-01-01,2,True,4,185,
Mario De Jesus Gomez Dominguez,Mario De Jesus,Gomez Dominguez,0001-01-01,1,True,-1,213,
Yara Manzur Constantino,Yara,Manzur Constantino,0001-01-01,2,True,4,236,
Veronica Arceo Solis,Veronica,Arceo Solis,0001-01-01,2,True,4,256,
Nury Del Ivane Jimenez Perez,Nury Del Ivane,Jimenez Perez,0001-01-01,2,True,4,275,
Serafin Culebro Gonzalez,Serafin,Culebro Gonzalez,0001-01-01,1,True,4,288,
Julio Cesar Moreno Mendes,Julio Cesar,Moreno Mendes,0001-01-01,1,True,-1,33,
Cinthya Elena Alvarado Enriquez,Cinthya Elena,Alvarado Enriquez,1974-02-12,2,True,-1,52,
Pedro Gamaliel Sanchez Roblero,Pedro Gamaliel,Sanchez Roblero,0001-01-01,1,True,4,61,
Evangelina Lopez Vera,Evangelina,Lopez Vera,1973-09-15,2,True,-1,5,
Moiry Judith Dominguez Espinosa,Moiry Judith,Dominguez Espinosa,0001-01-01,2,True,-1,100,
Yolanda Gómez Santiz,Yolanda,Gómez Santiz,0001-01-01,2,True,-1,147,
Yesenia Alamilla Vicente,Yesenia,Alamilla Vicente,0001-01-01,2,True,-1,185,
Alfonso Alejandro Hernandez Aguilar,Alfonso Alejandro,Hernandez Aguilar,0001-01-01,1,True,4,213,
Jorge Arturo Sanchez Flores,Jorge Arturo,Sanchez Flores,0001-01-01,1,True,4,236,
Ana Elsy Arreola Moguel,Ana Elsy,Arreola Moguel,0001-01-01,2,True,3,256,
Vicente Vazquez Gonzalez,Vicente,Vazquez Gonzalez,0001-01-01,1,True,4,288,
Diana Monterrubio Gordillo,Diana,Monterrubio Gordillo,0001-01-01,2,True,-1,33,
Hilda Maricela Jiménez López,Hilda Maricela,Jiménez López,0001-01-01,2,True,-1,43,
Eli Rodriguez Bravo,Eli,Rodriguez Bravo,0001-01-01,1,True,4,61,
Mauricio Fernando Lastra Escudero,Mauricio Fernando,Lastra Escudero,0001-01-01,1,True,3,5,
Roberto Aquiles Aguilar Hernandez,Roberto Aquiles,Aguilar Hernandez,1964-08-29,1,True,4,100,
Reyna Mayte Marin Ovando,Reyna Mayte,Marin Ovando,0001-01-01,2,True,4,147,
Mildred Carolina Calvo Chacon,Mildred Carolina,Calvo Chacon,0001-01-01,2,True,4,185,
Yeimi Yazmin Aguilar Cifuentes,Yeimi Yazmin,Aguilar Cifuentes,0001-01-01,2,True,4,213,
Carlos Molano Robles,Carlos,Molano Robles,0001-01-01,1,True,4,236,
Federico Ovalle Vaquera,Federico,Ovalle Vaquera,1955-03-02,1,True,2,256,
Mario Carlos Culebro Velasco,Mario Carlos,Culebro Velasco,1958-11-24,1,True,6,275,
Emilio Enrique Salazar Farias,Emilio Enrique,Salazar Farias,1965-03-09,1,True,7,288,
Julian Nazar Morales,Julian,Nazar Morales,1955-04-26,1,True,2,33,
Cristina Morales Sanchez,Cristina,Morales Sanchez,0001-01-01,2,True,4,43,
Jose Antonio Aguilar Bodegas,Jose Antonio,Aguilar Bodegas,0001-01-01,1,True,-1,52,
Clemente Miguel López Zepeda,Clemente Miguel,López Zepeda,0001-01-01,1,True,7,52,
Maritoña Calderon Merida,Maritoña,Calderon Merida,0001-01-01,2,True,-1,61,
Manuela Del Carmen Obrador Narvaez,Manuela Del Carmen,Obrador Narvaez,1971-06-12,2,True,4,5,
Patricia Mass Lazos,Patricia,Mass Lazos,1961-08-14,2,True,4,100,
Clementina Marta Dekker Gomez,Clementina Marta,Dekker Gomez,1973-04-10,2,True,4,213,
Jorge Luis Llaven Abarca,Jorge Luis,Llaven Abarca,1973-08-17,1,True,6,236,
Manuel De Jesus Narcia Coutiño,Manuel De Jesus,Narcia Coutiño,0001-01-01,1,True,4,256,
Ismael Brito Mazariegos,Ismael,Brito Mazariegos,0001-01-01,1,True,4,275,
Adriana Bustamante Castellanos,Adriana,Bustamante Castellanos,1977-01-15,2,True,6,288,
Juan Pablo Montes De Oca Avendaño,Juan Pablo,Montes De Oca Avendaño,0001-01-01,1,True,4,33,
Roberto Antonio Rubio Montejo,Roberto Antonio,Rubio Montejo,1977-04-20,1,True,4,43,
Luis Armando Melgar Bravo,Luis Armando,Melgar Bravo,0001-01-01,1,True,4,61,
Laura Patricia Contreras Duarte,Laura Patricia,Contreras Duarte,0001-01-01,2,True,4,237,
Carmen Rocio Gonzalez Alonso,Carmen Rocio,Gonzalez Alonso,1981-07-14,2,True,4,276,
Maria Zulma Chacon Franco,Maria Zulma,Chacon Franco,0001-01-01,2,True,6,237,
Pedro Beristain Flores,Pedro,Beristain Flores,0001-01-01,1,True,4,276,
Mirna Yuritsy Acosta Ortega,Mirna Yuritsy,Acosta Ortega,0001-01-01,2,True,4,237,
Anayensi Ponce De Leon Lopez,Anayensi,Ponce De Leon Lopez,0001-01-01,2,True,4,276,
Ayline Irais Licon Calderon,Ayline Irais,Licon Calderon,0001-01-01,2,True,-1,6,
Arturo Hernandez Rivas,Arturo,Hernandez Rivas,0001-01-01,1,True,-1,237,
Humberto Chinolla Herrera,Humberto,Chinolla Herrera,0001-01-01,1,True,4,6,
David Atanacio Gallegos Villaseñor,David Atanacio,Gallegos Villaseñor,0001-01-01,1,True,4,237,
Oscar Omar Palacios Lazos,Oscar Omar,Palacios Lazos,1984-06-23,1,True,4,6,
Sigifredo Galaz Varela,Sigifredo,Galaz Varela,0001-01-01,1,True,4,101,
Rocio Grisel Saenz Ramirez,Rocio Grisel,Saenz Ramirez,1983-11-29,2,True,5,148,
Carlos Eduardo Chavez Tarrio,Carlos Eduardo,Chavez Tarrio,0001-01-01,1,True,4,186,
Graciela Maria Acosta Moy,Graciela Maria,Acosta Moy,0001-01-01,2,True,4,214,
Liza Liliana Morales Alvidrez,Liza Liliana,Morales Alvidrez,0001-01-01,2,True,4,237,
Diana Gabriela Arballo Prado,Diana Gabriela,Arballo Prado,0001-01-01,2,True,4,257,
Jesus Ernesto Visconti Ortega,Jesus Ernesto,Visconti Ortega,0001-01-01,1,True,2,276,
Valente Romeino Gutierrez Luna,Valente Romeino,Gutierrez Luna,0001-01-01,1,True,2,289,
Daniel Murguia Lardizabal,Daniel,Murguia Lardizabal,0001-01-01,1,True,4,6,
Carlos Marcelino Borruel Baquera,Carlos Marcelino,Borruel Baquera,0001-01-01,1,True,7,237,
Myrna Judith Barajas Martinez,Myrna Judith,Barajas Martinez,0001-01-01,2,True,4,6,
Carlos Alberto Gonzalez Mayorga,Carlos Alberto,Gonzalez Mayorga,0001-01-01,1,True,4,101,
Lizbeth Vela Juarez,Lizbeth,Vela Juarez,0001-01-01,2,True,6,148,
Ricardo Melgoza Ramos,Ricardo,Melgoza Ramos,0001-01-01,1,True,7,186,
Karla Veronica Lopez Aguirre,Karla Veronica,Lopez Aguirre,0001-01-01,2,True,2,214,
Yoshi Alejandra Villalobos Soto,Yoshi Alejandra,Villalobos Soto,0001-01-01,2,True,6,237,
Jorge Alberto Espinoza Orozco,Jorge Alberto,Espinoza Orozco,0001-01-01,1,True,4,257,
Maria Del Rosario Nevarez Chavez,Maria Del Rosario,Nevarez Chavez,1958-10-26,2,True,4,276,
Santos Bustillos Flores,Santos,Bustillos Flores,0001-01-01,1,True,-1,289,
Manuel Jose Miranda Sam,Manuel Jose,Miranda Sam,0001-01-01,1,True,5,6,
Paulina Berenice Soto Blanco,Paulina Berenice,Soto Blanco,0001-01-01,2,True,-1,101,
Laura Salas Flores,Laura,Salas Flores,0001-01-01,2,True,6,148,
Xochitl Guerra Moreno,Xochitl,Guerra Moreno,0001-01-01,2,True,-1,186,
Juan Ignacio Calleros Carbajal,Juan Ignacio,Calleros Carbajal,0001-01-01,1,True,4,214,
Luisa Fernanda Villalobos Felix,Luisa Fernanda,Villalobos Felix,0001-01-01,2,True,4,237,
Ruben Alejandro Romero Talamantes,Ruben Alejandro,Romero Talamantes,0001-01-01,1,True,-1,257,
Hector Jesus Gurrola Garibaldi,Hector Jesus,Gurrola Garibaldi,0001-01-01,1,True,2,276,
Zulma Veronica Rueda Coronado,Zulma Veronica,Rueda Coronado,0001-01-01,2,True,4,289,
Benigna Aguilar Gaxiola,Benigna,Aguilar Gaxiola,0001-01-01,2,True,-1,6,
Nury De La Cruz Garcia,Nury,De La Cruz Garcia,0001-01-01,2,True,-1,101,
Marisol Rubio Cera,Marisol,Rubio Cera,0001-01-01,2,True,-1,148,
Magda Karina Robles Sarmiento,Magda Karina,Robles Sarmiento,0001-01-01,2,True,-1,186,
Diana Paola Sanchez Torres,Diana Paola,Sanchez Torres,0001-01-01,2,True,-1,214,
Viviana Navarrete Miramontes,Viviana,Navarrete Miramontes,0001-01-01,2,True,-1,237,
Karina Yudith Rodriguez Flores,Karina Yudith,Rodriguez Flores,0001-01-01,2,True,-1,257,
Martha Medina Ramirez,Martha,Medina Ramirez,0001-01-01,2,True,-1,276,
Flora Imelda Bejarano Cruz,Flora Imelda,Bejarano Cruz,0001-01-01,2,True,-1,289,
Lilia Guadalupe Merodio Reza,Lilia Guadalupe,Merodio Reza,1978-09-19,2,True,4,6,
Miriam Caballero Arras,Miriam,Caballero Arras,0001-01-01,2,True,-1,101,
Alfredo Benitez Hernandez,Alfredo,Benitez Hernandez,0001-01-01,1,True,-1,148,
Daniela Soraya Alvarez Hernandez,Daniela Soraya,Alvarez Hernandez,0001-01-01,2,True,4,186,
Mario Mata Carrasco,Mario,Mata Carrasco,1962-03-20,1,True,4,214,
Patricia Terrazas Baca,Patricia,Terrazas Baca,1966-08-26,2,True,7,257,
Maria De Los Angeles Gutierrez Valdez,Maria De Los Angeles,Gutierrez Valdez,1962-03-08,2,True,4,289,
Teresita De Jesus Vargas Meraz,Teresita De Jesus,Vargas Meraz,1989-12-16,2,True,4,101,
Andrea Barragan Ortiz,Andrea,Barragan Ortiz,0001-01-01,2,True,-1,148,
Ulises Garcia Soto,Ulises,Garcia Soto,1987-03-29,1,True,4,186,
Liliana Leonor Soto Avila,Liliana Leonor,Soto Avila,0001-01-01,2,True,-1,214,
Eraclio Rodriguez Gomez,Eraclio,Rodriguez Gomez,0001-01-01,1,True,2,257,
Fernando Bedel Tiscareño Lujan,Fernando Bedel,Tiscareño Lujan,0001-01-01,1,True,5,276,
Otto Alberto Valles Medina,Otto Alberto,Valles Medina,0001-01-01,1,True,2,289,
Lilia Aguilar Gil,Lilia,Aguilar Gil,1977-08-17,2,True,6,148,
Helen Carol Cedillo Garcia,Helen Carol,Cedillo Garcia,0001-01-01,2,True,1,7,
Carmen Del Refugio Minero Sierra,Carmen Del Refugio,Minero Sierra,0001-01-01,2,True,-1,102,
Georgina Medina Perez,Georgina,Medina Perez,0001-01-01,2,True,2,238,
Guadalupe Gabriela Palomino Becerril,Guadalupe Gabriela,Palomino Becerril,0001-01-01,2,True,4,290,
Irlanda Gabriela Pacheco Torres,Irlanda Gabriela,Pacheco Torres,0001-01-01,2,True,-1,44,
Maria De Los Angeles Martinez Agustin,Maria De Los Angeles,Martinez Agustin,0001-01-01,2,True,4,132,
Pedro Sandoval Robles,Pedro,Sandoval Robles,1953-11-21,1,True,-1,238,
Angelica Perez Arce Gonzalez,Angelica Perez,Arce Gonzalez,0001-01-01,2,True,6,149,
Roberto Jesus Sotelo Perez,Roberto Jesus,Sotelo Perez,0001-01-01,1,True,5,187,
Eliseo Moyoa Morales,Eliseo,Moyoa Morales,0001-01-01,1,True,6,215,
Quetzalli Tai Minor Lopez,Quetzalli Tai,Minor Lopez,0001-01-01,2,True,4,258,
Eva Reyes Gomez,Eva,Reyes Gomez,0001-01-01,2,True,6,277,
Karla Avila Anaya,Karla,Avila Anaya,0001-01-01,2,True,2,34,
Salvador Loyo Arechandieta,Salvador,Loyo Arechandieta,0001-01-01,1,True,6,53,
Emilio Serrano Jimenez,Emilio,Serrano Jimenez,1950-05-21,1,True,5,62,
Adriana Sofia Sanchez Scott,Adriana Sofia,Sanchez Scott,0001-01-01,2,True,4,68,
Sharon Estrada Corzo,Sharon,Estrada Corzo,0001-01-01,2,True,6,74,
Rafael Luna Alviso,Rafael,Luna Alviso,0001-01-01,1,True,7,80,
Niobe Gabriela Segura De Alvarado,Niobe Gabriela,Segura De Alvarado,0001-01-01,2,True,4,84,
Eduardo Greco Gutierrez Mendez,Eduardo Greco,Gutierrez Mendez,0001-01-01,1,True,6,88,
Mary Carmen Lopez Monroy,Mary Carmen,Lopez Monroy,0001-01-01,2,True,4,92,
Eduardo Fabian Aguilar Sedano,Eduardo Fabian,Aguilar Sedano,0001-01-01,1,True,4,128,
Guadalupe Moncerrat Hernandez Sotelo,Guadalupe Moncerrat,Hernandez Sotelo,0001-01-01,2,True,1,134,
Rosalia Consuelo Buaun Sanchez,Rosalia Consuelo,Buaun Sanchez,0001-01-01,2,True,4,136,
Laura Diridia Dominguez Santillan,Laura Diridia,Dominguez Santillan,0001-01-01,2,True,-1,138,
Bardo Vejar Colin,Bardo,Vejar Colin,0001-01-01,1,True,2,7,
Rebeca Zoe Flores Moreno,Rebeca Zoe,Flores Moreno,0001-01-01,2,True,4,102,
Alejandro Daniel Perez Corzo,Alejandro Daniel,Perez Corzo,0001-01-01,1,True,-1,238,
Erika Jannet Pineda Medina,Erika Jannet,Pineda Medina,0001-01-01,2,True,2,290,
Susana Dina Campos Gonzalez,Susana Dina,Campos Gonzalez,0001-01-01,2,True,4,44,
Justo Montesinos Lopez,Justo,Montesinos Lopez,0001-01-01,1,True,4,149,
Guadalupe Torres Quevedo,Guadalupe,Torres Quevedo,0001-01-01,2,True,2,187,
Ana Lilia Ramirez Galindo,Ana Lilia,Ramirez Galindo,0001-01-01,2,True,-1,215,
Fernando Martinez Orozco,Fernando,Martinez Orozco,0001-01-01,1,True,4,132,
Mario Alberto Martinez Rios,Mario Alberto,Martinez Rios,0001-01-01,1,True,6,258,
Juana Jimenez Sanchez,Juana,Jimenez Sanchez,0001-01-01,2,True,7,277,
Lied Castelia Miguel Jaimes,Lied Castelia,Miguel Jaimes,0001-01-01,2,True,4,102,
Salomon Chertorivski Woldenberg,Salomon,Chertorivski Woldenberg,0001-01-01,1,True,6,34,
Elsa Patria Jimenez Flores,Elsa Patria,Jimenez Flores,1957-05-26,2,True,2,53,
Sarai Vega Espinosa,Sarai,Vega Espinosa,0001-01-01,2,True,-1,62,
Claudia Alejandra Garcia Guillen,Claudia Alejandra,Garcia Guillen,0001-01-01,2,True,4,68,
Jenny Tamara Ibarra Ruiz,Jenny Tamara,Ibarra Ruiz,0001-01-01,2,True,4,74,
Rosa Martha Loria San Martin,Rosa Martha Loria,Loria San Martin,0001-01-01,2,True,6,80,
Jose Luis Blando Campos,Jose Luis,Blando Campos,0001-01-01,1,True,-1,84,
Miguel Angel Morales Larrauri,Miguel Angel,Morales Larrauri,0001-01-01,1,True,4,88,
Guadalupe Marcela Torres Escutia,Guadalupe Marcela,Torres Escutia,0001-01-01,2,True,6,92,
Araceli Carmen Sanchez Guerrero,Araceli Carmen,Sanchez Guerrero,0001-01-01,2,True,4,128,
Thalia Shaylene Rojano Garcia,Thalia Shaylene,Rojano Garcia,0001-01-01,2,True,4,134,
Sofia Castro Guerrero,Sofia,Castro Guerrero,0001-01-01,2,True,6,136,
Alberto Manuel Athie Gallo,Alberto Manuel,Athie Gallo,0001-01-01,1,True,6,138,
Erika Vanessa Del Castillo Ibarra,Erika Vanessa,Del Castillo Ibarra,0001-01-01,2,True,4,7,
Sergio Mayer Breton,Sergio,Mayer Breton,0001-01-01,1,True,4,238,
Beatriz Rojas Martinez,Beatriz,Rojas Martinez,0001-01-01,2,True,4,258,
Maria Guadalupe Chavira De La Rosa,Maria Guadalupe,Chavira De La Rosa,0001-01-01,2,True,4,290,
Lidia Perez Barcenas,Lidia,Perez Barcenas,0001-01-01,2,True,4,44,
Sandra Carolina Gil Lamadrid Grajales,Sandra Carolina,Gil Lamadrid Grajales,0001-01-01,2,True,6,53,
Alfonso Ramirez Cuellar,Alfonso,Ramirez Cuellar,0001-01-01,1,True,4,68,
Ana Maria Rodriguez Ruiz,Ana Maria,Rodriguez Ruiz,0001-01-01,2,True,4,88,
Aleida Alavez Ruiz,Aleida,Alavez Ruiz,0001-01-01,2,True,4,92,
Flor Ivone Morales Miranda,Flor Ivone,Morales Miranda,0001-01-01,2,True,4,132,
Victor Gabriel Varela Lopez,Victor Gabriel,Varela Lopez,0001-01-01,1,True,4,134,
Guadalupe Ramos Sotelo,Guadalupe,Ramos Sotelo,0001-01-01,2,True,2,138,
Brenda Itzel Piña Patiño,Brenda Itzel,Piña Patiño,0001-01-01,2,True,4,7,
Rebeca Patricia Rodriguez Guido,Rebeca Patricia,Rodriguez Guido,0001-01-01,2,True,4,102,
Ana Luisa Vera Andrade,Ana Luisa,Vera Andrade,0001-01-01,2,True,7,238,
Gustavo Adolfo Jui Bravo,Gustavo Adolfo,Jui Bravo,0001-01-01,1,True,4,290,
David Daniel Razo Uribe,David Daniel,Razo Uribe,0001-01-01,1,True,4,149,
